review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes,product_name,Polarity,Subjectivity,Sentiment
R3H6SZ25A28W15,B096SV8SJG,"4.0 out of 5 stars Really nice compared to cheaper versions, not quite as awesome as i expected from the brand.",James Gauthier,4,"I ordered these as a way of treating myself to slightly more expensive earbuds than i usually buy (previous max was about 60$) under the assumption that the name brand would mean higher quality. These headphones are, in fact, a cut above their competitors at cheaper levels. These things connect seamlessly with my Galaxy s23, and are pretty much rolling by the time you slide them in your ear. On that note, they do tend to wiggle out under any real activity (constantly adjust in the gym, definitely gonna fall out in SE Louisiana heat this time of year, luckily i could hear them when i put my ear to the grass to find them, so dont work outside with em.Overall i am impressed and kinda just kicking myself for not spending even more for a better fitting pair of buds. They sound fantastic, and phone calls are what ive come to expect from earbuds so yeah.","Reviewed in the United States July 31, 2024",AFE7H27RF7KKSTI53R33EHMAJZAQ,1,0,Color: RedStyle: Studio BudsSet: Without AppleCare+,Beats Studio Buds,0.18591269841269842,0.47718253968253965,Neutral
R3QIOBHH01818S,B096SV8SJG,4.0 out of 5 stars Ok but not excellent for Beats,Amy L.,4,"I bought these renewed so keep that in mind before reading further. Aesthetically, he quality of the product is good, arrived clean, in the original box with charger and manuals. I like the design of the case (small enough to tuck away but big enough to keep track of.) 10/10. The headphones performance though are just ok and that's coming from a long time Beats fan. I bought these specifically because I lost one of my Beats Fit Pro pods (special edition ones that I can't get replaced or don't want to pay 2/3 the cost to do), anyway, these were an affordable backup. Sadly, these particular beats are lacking in sound quality, battery life, and noise cancellation.-Sound quality: 6.5/10 overall for sound with music. The sounds is quite low, volume on the device playing needs to be almost at max to hear comfortably for phone calls or audio/podcasts. Expected more oomph like my other sets.- Battery Life: 6/10. I charged them fully the first night and used them for a 1hr workout and for a few hours of a work shift. The case and headphones were completely dead the next morning without charge. So only one full day of use on a charge which again is starkly different from my Beats Fit Pros that lasted for up to 5-7 days without needing another charge. Boo.Noise Cancellation: 4/10 Probably the most obvious and my least favorite feature of these headphones is the noise cancellation. Even with one headphone in, you can hear absolutely nothing in the surroundings. I know some would love this, but other Beats models have the ambient sound option that allows you to hear the headphone audio AND the surrounding area comfortable. I feel like I'm wearing a hearing aid with these.One perk: Unlike other beats these headphones are interchangeable (at least for me). I was able to swap ears which is nice.Overall Rating: 7/10-Not great, but not terrible. Ok for everyday headphones that aren't too pricey.","Reviewed in the United States June 12, 2024",AE4SCIH4EIJQNY4BA7TKFA7WD6IQ,1,1,Color: WhiteStyle: Studio BudsSet: Without AppleCare+,Beats Studio Buds,0.17153209109730852,0.5116977225672878,Neutral
RV31O3EILA220,B096SV8SJG,4.0 out of 5 stars There are Pros and Cons,miner592,4,"This was a much needed purchase. It arrived with no damage to the package. Although it had a charging cable, the length is very short. The sound quality is okay. The box included additional tip sizes for your ears. They are comfortable. These Beats Studio Buds were available at another retailer, but not in this red color. I was excited to be able to purchase this red for the same price here at Amazon. Sometimes my little fingers have difficulty pulling the ear bud out of its case, but that may be because of these arthritic fingers. I also question if the battery life is as long as stated. I love the fact that I can connect to music with the press of a button. However, that same button is so sensitive that sometimes I end up disconnecting a caller. The small size of the case allows it to fit inside my jacket pocket, purse pocket, and pencil pouch. These buds have been paired with my android phone, Microsoft device, as well as the school apple device. These are not a 5, but overall, I like them.","Reviewed in the United States July 20, 2024",AGK46PQHWEZH3E5FNLVSEMXYR6TA,1,2,Color: RedStyle: Studio BudsSet: Without AppleCare+,Beats Studio Buds,0.1730263157894737,0.3955263157894737,Neutral
RP5V3DEQOKLXO,B096SV8SJG,"4.0 out of 5 stars Bought ""used-like new""",Judah's Darling,4,"Good price on the 'used-like new' product, but strangely the original box was sealed with manufacturers seal. The right ear bud produced no sound, so followed the trouble shooting instructions to delete from iPhone, then it would not re-sync. Called the support line, which was Apple support, and nice gentleman walked me through three attempts to re-set, then assured me that since it was under warranty that the problem would be taken care of. I was sent a pre-paid Fed Ex box with instructions to return. Three days later I received the renewed ear buds, which are now working just fine.I would recommend purchasing used ear buds at the reduced price since Apple will honor warranty and repair or replace, which Amazon will not do, but will only refund purchase price.","Reviewed in the United States July 31, 2024",AE6RUVMPIW6ABPCRMHW6R5P2EUMQ,1,0,Color: RedStyle: Studio BudsSet: Without AppleCare+,Beats Studio Buds,0.1647077922077922,0.509025974025974,Neutral
R3BYE1HWYSP9BZ,B096SV8SJG,4.0 out of 5 stars Average Earbuds w/ Concerns,Liz Taylor,4,"After buying one pair of these, then accidentally covering them in chocolate and having to get another pair, here are my pros and cons and of these beats.pros:- great sound quality and loud- lightweight- vibrant colors- noise cancellation/transparency modes- easy to pair with devices- different sized ear pieces- long lasting battery (case and buds)- quick charging (case and buds)- 2 different ways to wear themcons:- didn't stay in during physical activity- microphone quality lacks (multiple people have told me they cannot hear on the phone while I was wearing these)- button is sensitive (I would accidentally press it when adjusting my earbud)🚨 the speaker in both pairs began malfunctioning after about 2 months. I took them to Apple and got them repaired at no cost. I haven't had issues since.","Reviewed in the United States July 26, 2024",AEISMJYPIJHJCBKTGXL3CZULFAVA,1,5,Color: Sunset PinkStyle: Studio BudsSet: Without AppleCare+,Beats Studio Buds,0.17564102564102566,0.48150183150183157,Neutral
RZSTHLOHCJIJV,B096SV8SJG,4.0 out of 5 stars Audio quality if quite good and ANC works well but transparency leaves a lot to be desired.,bigyuki555,4,"Audio quality if quite good and ANC works well but transparency leaves a lot to be desired.I switched from AirPod Pro1 after nearly 5 years of daily use believing that the Beats are new and normally only about $75 less than the AirPod Pro so the quality should be pretty similar between 5-year-old AirPods and brand-new Beats, and according to the text descriptions they are...but there is a remarkable difference in performance on the transparency mode.To the point where just having the earbuds in your ears and nothing playing is not any better than just having old style earbuds/earplugs in your ears. Transparency mode is supposed to make it easier to recognize sounds and voices so that you know when to unplug and listen, but it rarely works out that way with these.Score down on the battery life for the fact that the Transparency mode uses more battery but doesn't work well.That said the ANC works well and the audio quality for music (including Dolby Atmos), phone calls, and spoken word/podcast is superb. If you are most interested in audio quality and noise cancellation, then the Beats will tick your boxes.","Reviewed in the United States June 25, 2024",AHPF7TUW7QLABIRVWV55ORHEXFXA,1,1,Color: Moon GrayStyle: Studio BudsSet: Without AppleCare+,Beats Studio Buds,0.2802436125965538,0.532947118241236,Positive
R31F3JV1FZHHWR,B096SV8SJG,5.0 out of 5 stars Prefect,Casey Alcorn,5,"I recently purchased the Beats Studio Buds, and I am thoroughly impressed with their performance and features. These true wireless earbuds offer a fantastic combination of quality sound, active noise cancellation, and versatility across both Apple and Android devices.Firstly, the sound quality is outstanding. The Studio Buds deliver rich, balanced audio with deep bass and clear highs, making them perfect for music, podcasts, and calls. The active noise cancellation feature effectively reduces ambient noise, allowing for an immersive listening experience wherever you are.The earbuds are lightweight and comfortable, designed for extended wear. They come with multiple ear tip options to ensure a secure fit, enhancing noise isolation and comfort even during vigorous activities.I appreciate the IPX4 rating, which makes the earbuds sweat and water-resistant. This feature is ideal for workouts or outdoor use, providing peace of mind against moisture damage.The built-in microphone offers clear voice quality during calls, ensuring excellent communication without background noise interference.Bluetooth connectivity is seamless, thanks to the Class 1 technology, providing a stable connection and extended range for reliable performance.Overall, the Beats Studio Buds are a top-notch choice for anyone seeking high-quality true wireless earbuds with noise cancellation, sweat resistance, and broad compatibility. They combine superior sound with comfort and durability, making them a valuable investment for both music enthusiasts and professionals alike.","Reviewed in the United States June 29, 2024",AHM7ESHVZOTYFVQJFKL6LYJSCKKA,1,5,Color: BlackStyle: Studio BudsSet: Without AppleCare+,Beats Studio Buds,0.3606944444444444,0.5751388888888889,Positive
R15HRWANXNJF6R,B096SV8SJG,"4.0 out of 5 stars Good ear buds, great price.",Amazon Customer,4,"I bought these on prime day so I got them for a great price. I wanted some ear buds for work that wouldn't fall out of my ears. The sound is good, they stay in my ears more than my air pods do when I am moving around a lot. I also like how fast they charge so they last all day during my 10 hour shift at work. My ears are a little sore after wearing them all day, but I think that would be the case with any ear buds.","Reviewed in the United States July 23, 2024",AH3YAVSMGTSKA3OVIP2V3XRE2ALQ,1,0,Color: BlackStyle: Studio BudsSet: Without AppleCare+,Beats Studio Buds,0.3446428571428572,0.48809523809523814,Positive
R1R6NN73CCSM65,B096SV8SJG,5.0 out of 5 stars Great - Even for Small Ears!,Melissa,5,"I have struggled over the years using earbuds as they irritate my ears after just a few minutes of usage. For me, iPods were the most painful. I bit the bullet, after reading many reviews, and gave these a shot. Soooo thankful I did. Obviously using the smallest bud size, I didn't have any pain while wearing these. I haven't yet gotten to the point of forgetting they are in my ear, but no pain!","Reviewed in the United States August 3, 2024",AEZKSC3JN5N5WZGAPRXIDBLMTY2Q,1,0,Color: Moon GrayStyle: Studio BudsSet: Without AppleCare+,Beats Studio Buds,0.020000000000000007,0.5,Neutral
R2CTXEQNPIJ8BZ,B096SV8SJG,4.0 out of 5 stars I love them!,Michelle Ragucci,4,"I love these. They work really well and the case is super cute. They stay in my ears and the noise cancelation is amazion. The pink color is exactly like the picture, and the buds themselves are comfortable and lightweight. I just wish the battery would last a little longer.","Reviewed in the United States August 2, 2024",AHMAQNP5XMYPUGKQLTMCU6J3F6JQ,1,0,Color: Sunset PinkStyle: Studio BudsSet: Without AppleCare+,Beats Studio Buds,0.2106481481481481,0.487037037037037,Positive
